posting_hash , ngram_size, doc_count
b5011bc532039b7a, 3, 1
e1d971a30b43477c, 3, 1
bfcf4264a4ede8bd, 1, 1
121841f6e0e4d8dc, 3, 1
72c49bb6d0917586, 2, 1
66a54b17c0dad75, 2, 1
3ab1918c5610f7ec, 2, 1
2174698838cd7666, 3, 1
4ddcba3f5a9054ff, 3, 1
dcee02ba21fdaf25, 3, 1
9ad5f133974102eb, 3, 1
e2b0a18b17596e6d, 1, 1
e6d5a7aaedb18a07, 3, 1
3cd28bbc3f1a73ef, 2, 1
44a482aa4d1dd9d7, 1, 1
3148b90986c0e9bb, 3, 1
3d0b086380d067e7, 2, 1
316ec36a4d33bc23, 3, 1
2c211f6870291db2, 1, 1
44f73fcb91628bf, 3, 1
779de284a07d1f5, 2, 1
470db8d74759d8ab, 3, 1
7dfe31fdb6d31d16, 3, 1
f789c57687fdae63, 2, 1
f05d7746b47c5908, 3, 1
b40d5936378a05f0, 3, 1
398d10146378096c, 2, 1
d092633524fe7039, 1, 1
d7b59d2aa2f9285, 2, 1
cc24c9760f556930, 2, 1
dfdb6db6d4bba16e, 2, 1
4a576baa883a897, 3, 1
20cfcf9f9349a600, 2, 1
3909d89a19ce8b65, 2, 1
689c68bec402cc6, 2, 1
8929a4ea3890966a, 3, 1
22bdccd5185a8890, 2, 1
86b73aac157c028b, 2, 1
bdfd534742b7b824, 3, 1
9cdc2fb78375540f, 1, 1
d7787e968e3ebee9, 2, 1
daecdc523a01d5df, 3, 1
c0699bbe8439de49, 3, 1
57234faffab244d9, 3, 1
77d177367e932cf0, 3, 1
d0ea6545046ffc72, 2, 1
741c217f267ca80c, 1, 2
443a55c71f355a27, 3, 1
51ee2e9eb84a3b6b, 3, 1
7d225d58b31b640b, 3, 1
819eab6221b89b5a, 2, 1
c3b4136ca51e3368, 1, 1
5e3bc27d0940b9ca, 1, 1
a90e91c1536deee9, 2, 1
63ee39669f923e00, 1, 1
8d0bd1d389d3b5da, 3, 1
65bf98365c6c8ea6, 2, 1
929a0344d210737a, 3, 1
85672cd0cb7739e3, 2, 1
bec9a8a99ef50e26, 3, 1
88e2f9fb20927de6, 1, 1
96a3a966e9565df8, 2, 1
97f8ec1cf066f456, 1, 1
705cee58c967cfb0, 3, 1
f21e361028ae27c2, 2, 1
828c7d7ce99f3d89, 3, 1
7b74fe8fdf331c6f, 3, 1
84e7d865e7a15423, 3, 1
b82905de59d7c355, 2, 1
dcc8a10e6273af5f, 1, 1
12d5c0a72bdba698, 3, 1
54aba9976a64bb8e, 2, 1
a664e7a36b92d5c9, 3, 1
a6d1c43942f3f800, 2, 2
a9efce93f126aab9, 2, 1
f2f35dad1f275b01, 3, 1
c5fc3fd4b368e812, 2, 1
f89915240bdd9bb3, 2, 1
184b872ac18d06e6, 1, 2
6cd6e1d0a2bcbaa4, 2, 1
946224b0b54373ee, 2, 1
294a97938f94902b, 3, 1
66b9778224dcb8cf, 3, 1
4761752929902574, 3, 1
80ff67dbbbe6acc2, 3, 1
8a89b8aac3328a97, 3, 1
699365a33dd89934, 3, 1
ce178cbf2f7b63aa, 2, 1
260d0aa8fae33069, 1, 2
71dc09728826c83c, 1, 1
fad082db73335196, 3, 1
e8a2ed0fe72476e9, 2, 1
e118b2ee0b000c1, 1, 1
69a67e6aba2660d5, 3, 1
b830fa8061f2a641, 3, 1
94b1c2281d0510c, 2, 1
51245b3689c4d3d4, 3, 1
38e3daf9fa8b9e88, 3, 1
c7500df9beb25808, 3, 1
fd5ece0fe156972b, 3, 1
addc5fe1547b84a9, 3, 1
cdce6cc4bccbf7e0, 2, 1
64ad0b51042133a1, 1, 1
7be4b6142e04277f, 3, 1
11c8c34f9d3fc11f, 3, 1
b8b1571e8e4c6679, 2, 1
48a115ef2ec79a5b, 1, 1
b785e1e6bd5bc618, 1, 1
4485b2374e5fe001, 3, 1
8724e287c9fcfdfa, 1, 1
2e75cf207e3a279c, 2, 1
f1dfd1f6660ab43a, 1, 1
cd963b5d31fae38e, 2, 1
98ea22755c4f9a0a, 1, 1
10478900be12c31e, 3, 1
61a4d3f801578d7f, 1, 1
4d2f9b9f20115ec0, 2, 1
bd266243fda298dd, 1, 1
7a1a22778351fb9f, 3, 1
5a74283050294f0c, 3, 1
ddd5ab2255ddead5, 1, 1
f6819a774b281d96, 3, 1
3c7e0b2be1194f67, 3, 1
82058bc9765e0652, 1, 1
31992c15dd94a9a5, 1, 1
f382e2a179109ce6, 2, 1
7d4a0644a2bab5ea, 3, 1
797cb95c62542003, 1, 2
70a7f7f2e4037420, 1, 1
6556a05ef51b24ad, 3, 1
5f0afd9fc9a6423, 3, 1
4078f82d5575eeae, 3, 1
e87efdb86f80c8d7, 1, 2
fb00dbda282664c0, 2, 1
b852929129c8a328, 2, 1
d292c6326c35b004, 3, 1
2fd429962abfaaf3, 1, 1
ee77bd14b9c1e262, 2, 1
526fdbd1884b418b, 2, 1
27acd9af1b541946, 3, 1
d1d5f827412696e9, 1, 1
f9af0a937d5d4710, 2, 1
3c12e217d6e04231, 3, 1
83c97086cd16dd37, 1, 1
822f256dd3c6b9f2, 3, 1
67e1ddc931b8f91d, 2, 1
636b1cea839215fc, 2, 1
91f382559357a5d7, 3, 1
72261d31add93598, 2, 1
254e84e14f4f1ee5, 3, 1
66605d37b703caaa, 3, 1
4148306b24f79d96, 2, 1
35d2eb1f579ea492, 2, 1
99fbc9a28b038df2, 1, 1
623f4908ee36eacd, 2, 1
6d3a6c95845efe2e, 3, 1
5a75367d35bf669, 1, 1
85f81bb29a23f749, 2, 1
29c74f8c5219b60, 2, 1
d878fcf1e9b72c, 2, 1
a0775112b30f65b4, 2, 1
79c65a3c62539fbc, 2, 1
b72b5fa91694befc, 2, 1
a553a7d2a716decb, 2, 1
ddd94ba0b99c48ec, 1, 1
ff942358e0b2ab7f, 3, 1
9535f76863eb1b5a, 1, 1
a3d7f3ffd3ae5f3e, 2, 1
9c91cc69e568cddf, 3, 1
ad718d1979adf41c, 3, 1
dd0bcad08cbf6df0, 3, 1
d36b3b46881e64d0, 2, 1
6356aab03b9b608d, 2, 1
308bd285a2663927, 3, 1
1d20e1bdf101cd35, 1, 2
8e271f8314d538b9, 3, 1
c5e5eb63b1e278bf, 2, 1
901470ae57e3b7b3, 1, 1
a57f2f4551d6f04c, 2, 1
9a8a0d3d2ceaebd3, 1, 2
aa91cc062e3ec605, 2, 1
2a90732da129ac60, 3, 1
ca4120fa885d7221, 1, 1
d650f99e63df3cc2, 3, 1
3b84038002fda967, 1, 2
afa5c5a6f8c3063c, 3, 1
ae16d6d376c75fe0, 2, 1
d6eb669e136058ea, 2, 1
4b2a5573b8a02414, 1, 1
1988c5964fba40aa, 3, 1
5a6d64a55d06211e, 3, 1
a9af87451d35efb6, 3, 1
b47e1fcb5b5ab238, 1, 1
73479dce3ce0cf9d, 1, 1
b6730b996a85f2b2, 1, 1
f99851ea314488ca, 1, 1
38510b0c293941b5, 2, 1
43e547268050a77d, 1, 1
7b343f95b18c0241, 2, 1
fe327cc78d025cdd, 3, 1
d1ca97eacdf6ece7, 3, 1
bc76693c50585e50, 1, 1
9204a55af1203452, 2, 1
136f3095e712aeb0, 2, 1
1c11bda66986b265, 3, 1
40ed03d6cf357522, 3, 1
5296025ca5946110, 2, 1
249077806b51ea5, 1, 1
6287f6b8469e816d, 2, 1
6f9e489673459da8, 2, 1
edf321c9c87fdccc, 1, 1
659930c662f94362, 3, 1
a418ab36801ceed9, 1, 1
c3c2e0b0c14c87be, 1, 1
7af0abfc62faddfc, 2, 1
97e07971265b19ac, 2, 1
3a9cccd79bbb169, 2, 1
a9c7ad5aecd4cedc, 2, 1
95a2888a06874ab3, 2, 1
ed25486473537a2a, 2, 1
29d6ca1970d257b2, 2, 1
3195ce7c515d1609, 1, 1
85be036fc2139455, 1, 1
6905e2e4b092d72e, 2, 1
62d1264b7f70755f, 3, 1
b16d8256572d65c2, 1, 1
540cabe1122a6905, 2, 1
dc01c311a6265eb, 1, 1
ac1e5fc4fc6f329a, 2, 1
53eb4c74c24f114e, 2, 1
2032a4d26a435598, 3, 1
f7f008cbf95e23b, 3, 1
954c47fff7ebb6b0, 1, 1
d27978df9eae87a2, 2, 1
c9203a12be5b8d8c, 3, 1
5924c4ab5e0cee08, 3, 1
11785991afcfc819, 1, 2
1e2f2bafe485cb23, 2, 1
57a65c76e02f99d5, 2, 1
2c3b041c954a19b1, 3, 1
29fcae31c0240a37, 1, 1
c592f4d5ef96d7ee, 3, 1
5d2b49a00b24800f, 3, 1
c423b763edbfb5ba, 1, 1
df4cea3e24360f5e, 1, 1
71fd020d973de5e1, 1, 2
757f94cc85c00986, 3, 1
385bec66e3457db7, 2, 1
f16b80ae1c8a3595, 2, 1
433ee249f68cdfdb, 3, 1
7758022e8dbfc3b0, 2, 1
f7b5beb0ac9e2ffd, 2, 1
c398b5d08498e5d0, 2, 1
f1df4e084ea0dd92, 1, 2
65ac36922e7dfb4d, 1, 1
b00c0b61df878d33, 3, 1
9aa88dd8cca97d96, 3, 1
1fe77235ba99cbbc, 3, 1
e51f213e7dc6b89f, 2, 1
b4e5fc88c55974db, 2, 1
3a538fce3353798, 3, 1
87f543a05e7a49e3, 1, 1
551b8138e68bb756, 3, 1
f4183a0997207805, 3, 1
6ee973fcaa026718, 3, 1
333d7359329f8280, 2, 1
5757e9c3cfd1597f, 3, 1
fffb105ddbfbbe48, 1, 1
1539c89982ce6e43, 3, 1
adffc42368d34acb, 2, 1
feba40b59ab3a935, 2, 1
bdfa438b81c10178, 2, 1
a2fdb7e39acb32db, 3, 1
79f05da790a5ead1, 1, 1
349ecf1067686197, 2, 1
3359c1bfec739e26, 3, 1
a67bcf693d6eda63, 2, 1
31a3e1cb6e9f76b3, 3, 1
833ae9c430aa845d, 1, 1
45c8feb8ab69a202, 3, 1
2695e28024eb8a93, 2, 1
43bc8d6e2aa290b0, 1, 1
63987d8106382629, 1, 3
85524337892e8287, 2, 1
45206b09fb9d207e, 1, 2
740fae93264f16ed, 3, 1
1ec4994b8e6f7b51, 3, 1
d7d26e6119d144d1, 3, 1
a4adf5584a9834ee, 2, 1
4dee83e6fd6926e3, 3, 1
f644e5aa87591242, 2, 1
4d78106424a3d7b8, 3, 1
2a5f9f88c7170f9c, 1, 1
2fb7d3ffa7e6b1b7, 3, 1
c08ca361e93e9883, 1, 1
307b48501c1a94e4, 1, 2
47881e467135c1c7, 3, 1
aa882668cbed028f, 3, 1
ca71fe2399d88535, 3, 1
da45d9b49f7d9d39, 1, 1
ce136435e2b6a07b, 2, 1
c910a151faa5ca74, 2, 1
c98e48a6581becab, 2, 1
c1becddb5ab59b68, 2, 1
3e24b7f58afc1373, 3, 1
faae8e929101c498, 2, 1
fc29dc46961cf162, 3, 1
6b2ab0d5e873c246, 2, 1
7162656a72e76e9d, 2, 1
c446f8a05a4da65d, 1, 1
5022c03145d727b2, 1, 1
f2fed7ee065e7264, 3, 1
b9c102983a1a21a1, 2, 1
ee0b46023c076dd0, 1, 1
827fe062d1a756f, 1, 1
f670fd079c865301, 3, 1
f8f74847cb394964, 1, 1
5cf730a8738f8c10, 3, 1
ee00bbd8276f9e57, 1, 1
403f4f6acba60020, 2, 1
4c03c8aa07fdb096, 3, 1
50b171138c7a9d86, 2, 1
a4f53f7a1fd19d93, 2, 1
5e488a5a56e5d702, 2, 1
4b35d669c7dc6e3f, 3, 1
2e0698fbcdb7645a, 1, 1
3f9cda93c29b014, 2, 1
fbcf2ffc813c42f4, 3, 1
e810c49828f0db2c, 2, 1
15e007768b84e247, 3, 1
b3a8f6f3c6b09ea9, 3, 1
11543e0929304c7f, 2, 1
10c6979d8dd1dd7, 2, 1
f67d45e005ebdbb5, 3, 1
10c98e5e42461a6f, 3, 1
db49dcae9fc247cd, 1, 1
8250a63ae5ae1bf5, 2, 1
2b5214a5d9226823, 3, 1
60421c0b818db5cd, 2, 1
de371ac4c2f9d24b, 1, 1
8148fa4a2b6d3b09, 2, 1
50d8aedf3df14e27, 2, 1
d8026ed2889f4367, 2, 1
4148ef8fddabef20, 1, 1
7f8cf2869d6ae0eb, 3, 1
4d4d7ae3e5589640, 3, 1
78494258403545a4, 2, 1
131796fb57954da6, 3, 1
88edbc06d5a25b9e, 1, 1
b653392d8f9b0084, 2, 1
5336dcfdc2ef9f8e, 3, 1
6d41ede6d47d32f5, 2, 1
3e718c40eae21266, 2, 1
cff9f58bef0886cf, 2, 1
c005dc2329c156a7, 2, 1
e306e88e5794ed35, 1, 1
61f555a3e3dffd81, 2, 1
4d53656837b03e45, 1, 1
3818d2626f69539d, 2, 1
40ffa2f307a038b4, 1, 1
bf370b188297de62, 1, 3
37bf661797210c39, 1, 1
454b2f9268c69659, 3, 1
2cfc424e37f5ce69, 1, 1
594508580b7beeb4, 1, 1
7eeed51a66c0272e, 2, 1
7d6eb1148209c016, 1, 1
fd853e243619369b, 2, 1
4b022c07e4d65541, 3, 1
ceaae3dca00728b3, 1, 2
ef7cdabe5d72e9d3, 1, 1
c1594db9b53b7e2c, 3, 1
53bbaf79d6d7a5f6, 3, 1
46bc1c859b0f9334, 3, 1
a9695621a6c9ee70, 3, 1
bf27c60a0f9c2127, 2, 1
c937d8c5d2a808b9, 3, 1
b0cae11ef9078598, 2, 1
64e4c5ad6ad9203c, 2, 1
5a8f587760db1de3, 1, 1
d43d061e7df78253, 3, 1
9d833c2d5ac0c496, 2, 1
422cded6d77518b1, 2, 1
f4d5b8c48235dde1, 1, 1
9e4937fd8fb1af0a, 2, 1
16b8c2fa13d67688, 3, 1
7bf484607e367843, 1, 1
724ca8742f4ddf40, 2, 1
59cf2c75447c42a5, 3, 1
bb65c03d10586244, 2, 1
36c09cbd13beb4c4, 3, 1
3564ecb31de22d29, 3, 1
fdb9168d95a0f31e, 2, 1
3df1d00863a8a1dc, 2, 1
eec4c4f0475dca1b, 3, 1
9ec46a39302f62ac, 2, 1
eb29168831236d9b, 2, 1
b47ba4e232e12197, 2, 1
dad13bf87a7addd1, 3, 1
9164f35923d7545b, 3, 1
5a62892ac93abc9d, 3, 1
7b17e8a05edff110, 3, 1
a58995e54c9e7a82, 2, 1
9537f984236a7b5f, 2, 1
a008d92cb1dbafde, 3, 1
3f83f2ea5b408311, 3, 1
ffb03dc561667efa, 3, 1
914c8d67f29edd2, 3, 1
3a146555ddd5246c, 3, 1
5e7eb239d64a47cc, 3, 1
285f8144e415e4a1, 3, 1
698fe1baf7e86d3, 2, 1
7a8c7046144d5395, 1, 1
73886aa9ca064412, 1, 1
5b366d5ef7ca9754, 2, 1
5015f873cc874bb2, 3, 1
4f36566692639ae9, 3, 1
bfd7caaee0376fb6, 2, 1
2ed229fd398e36e8, 2, 1
66a04f0837e0e0b8, 3, 1
d5d47b4649eebb3, 1, 1
ff4c854d31852a32, 1, 2
a22df0c6d44f6a4c, 2, 1
3b7f8bbe27a142b8, 2, 1
dfad3d2c6419b712, 3, 1
a633f572e4672eba, 3, 1
7fe3a03d1ffb6146, 3, 1
8089e93c97cbb7b8, 3, 1
bb415aec5fd3ff29, 2, 1
6bb97d875087a32b, 3, 1
bdcba3f31b8b31f5, 3, 1
45e9f6bbddd55670, 1, 1
4307d7ce9af5e371, 3, 1
7df28890e73ed7e, 2, 1
a852e657064dcf98, 2, 1
87ccc451eea0375, 3, 1
ac83ed7ddaf70c4, 1, 1
43b63e167919df8, 3, 1
faae95b976d3f455, 2, 1
6ecab78b0a4ce43b, 1, 1
9a32d3ce75edd3fa, 3, 1
9e40eb7f78e9138a, 1, 1
31d5db7991c1a46f, 3, 1
10913400a865af1a, 3, 1
a0b765a5f1cc9797, 3, 1
68ef3513595e136b, 2, 1
7c20acfaf79e92aa, 1, 2
5898a739a3e1286d, 1, 1
25afdf099486ffa9, 1, 1
380a69c511cde1a6, 1, 1
7ad94ed2a5e3dcf5, 3, 1
2dee0f909600f00b, 2, 1
58d6895ae03e7822, 3, 1
6d2159433841d2b3, 1, 1
4ea86d5bc022e686, 3, 1
4d687838b3d58382, 1, 1
c9b17d33a647000a, 3, 1
c72176d76d060901, 3, 1
6f6a59fa6900fa3c, 2, 1
a421d90e254358bd, 3, 1
81637a546fd92af3, 2, 1
12c6fdba5929a8bd, 2, 1
466c2473c4aa9d74, 1, 2
8d76568eae159fd4, 3, 1
ac84c6e8ef1b1841, 1, 1
369407c79e1409f8, 3, 1
d49607f2f30ec51f, 2, 1
be6572d261265461, 1, 1
3cf3b21ee9446156, 3, 1
ebbb5e362dff40c0, 3, 1
673faf46356bbef5, 3, 1
63a8273a06dc455e, 3, 1
edb476f7b9a33e75, 3, 1
1c97b025e456d32c, 3, 1
891d3c112b7c4862, 2, 1
d355cb9be2b7c4bb, 2, 1
9998d878c7b703b1, 2, 1
e1819a8ee1c09a92, 1, 1
9d6e1256cf3644c3, 2, 1
df9672dd2f53ceb8, 1, 1
a86a2077f4f26fd3, 2, 1
891e7db6c6c95d07, 3, 1
ba3f435c060b82f, 2, 1
cd7011b725572b51, 2, 1
b170cf951813e6b2, 1, 1
91fbf208a941d83a, 3, 1
4dfb285a96440604, 3, 1
e5afdb261ada214a, 3, 1
8261fba0f4743545, 3, 1
ad7955a33564c41d, 3, 1
b565989bf8183c4e, 2, 1
6bde71a9f1dbf554, 3, 1
46d58b9d5f5407b1, 3, 1
f85c825db5ad7356, 1, 1
da8b684a9f087c9a, 1, 1
16616bc3631eb97c, 3, 1
b1dbfb11a33eb5a4, 3, 1
374f0ad5174f1328, 1, 1
e4f502b29d1f4961, 3, 1
5f297bbb38522c35, 3, 1
c0b76735b7112cc5, 2, 1
c40b7fac9d845dc3, 2, 1
e7928688968be3d6, 2, 1
8787c976cc7bbc3, 1, 1
6bea531f909767fe, 2, 1
9ded7fc534134ac9, 3, 1
6531c138e12e2665, 3, 1
56c4185ce7855099, 3, 1
e247491384a9851f, 2, 1
d223e5099111292b, 1, 1
35e80ee24798c68, 2, 1
c04f2f999eb16df8, 1, 1
4bcc459db634f4df, 3, 1
9f44421c6e1b0100, 1, 1
93cf8185fcce049d, 2, 1
ce13a65b076ab7f7, 1, 1
1f0f6b8f8e389f4e, 2, 1
ea6a4bf8478b629e, 3, 1
6f33399fe0480f1a, 2, 1
3f3711c884e5bdee, 3, 1
76ae54e6cd736c35, 2, 1
760b3518862c0926, 2, 1
37d86775df718b0b, 2, 1
716ca8aff4a3c16e, 2, 1
710ce33aa6471c22, 2, 1
453185512d55eccb, 3, 1
8d0b5c4b31360c7, 2, 1
e797d075818541d9, 1, 1
5421020fd631512a, 3, 1
5a07a37d5061ff90, 3, 1
b98fb63ec32e59b, 2, 1
99a38660c6223ac1, 3, 1
9df8f80d103864b9, 1, 1
a000574f7136f64e, 2, 1
f5084d6d04d15e0f, 1, 1
3c252f5354478b36, 3, 1
9fdfdc2756184609, 1, 1
cbb2ee02ab76deb6, 1, 2
2617c007c0a438ad, 3, 1
b3860f33c4a4102a, 1, 1
eb4dedfafb8a8e57, 2, 1
8f558a6212be5024, 2, 1
c5c7b40db70d1f79, 2, 1
a263eafb6348f2a6, 1, 1
4e9a7a29b4765ac7, 2, 1
bbfe10a18114b991, 3, 1
ff80b87c4e8bc0cd, 3, 1
1b1375d08287fb2a, 3, 1
7328ba052a7c292e, 3, 1
bfc87f7e73e934ae, 3, 1
8ba7802b4d1fe45c, 1, 1
ad46c006ac77170a, 1, 1
fd6cd8052795bbd5, 3, 1
c10ac7c755b5cc56, 3, 1
88536653a02a1536, 2, 1
f7595e0ba2ecf3e4, 3, 1
584b62d6b8a02408, 3, 1
577435b4557ee5eb, 2, 1
6f0c0c584fc99ab, 2, 1
6610945ddc212f31, 3, 1
847db4dcfd8f1d9b, 3, 1
76a68cad4ed2a4ac, 3, 1
2cf310cb68a8b066, 1, 1
65008454e53965a3, 3, 1
75c0857af02fa2d7, 1, 1
3a14aff7f24a016f, 2, 1
91390e2243ff728c, 3, 1
bb149456ee8a4e7, 2, 1
582ca7d8097d75d8, 1, 1
618ec7f0d2fe18cb, 2, 1
2008e9255f1841f7, 3, 1
3803bd31c0db0521, 2, 1
cced3b7f4f2ff935, 2, 1
5197bc39f71b98a, 2, 1
a4ec7f597f8bd469, 2, 1
d2b0f63b20032bdb, 2, 1
b8d1dba227e1348, 3, 1
34d6f72b1a63b2e8, 3, 1
cd066b89edd1abc9, 2, 1
b7a4d08aa35f8f6c, 2, 1
301480b50577b396, 3, 1
3a9524591b7806bb, 1, 1
67687689394f4adb, 3, 1
91aa330583425b7f, 1, 1
f44092b4b7e4849c, 3, 1
9f9e87b49be5b7ff, 2, 1
5a541bdf51c4f335, 2, 1
d21b420571aab194, 3, 1
f4633965cd660453, 2, 1
71a6aa95b5bc6b38, 3, 1
ceb67fd584c1f21, 3, 1
db2d30a15e28175e, 2, 1
b485617da97bcb49, 2, 1
66eaadcb11ddafd2, 3, 1
f43062c6ee10ddc4, 3, 1
138d7290fb8618bf, 3, 1
6592a28caaa3b81, 1, 2
96e772969dfad4f2, 2, 1
62db8777fdb2667d, 3, 1
b60b19974b82a650, 1, 1
d05ddf8f48e4dc04, 3, 1
4f5f7d1d836f6cb8, 1, 1
bbd93934345023f6, 2, 1
e1220b36a3207120, 2, 1
677fab579cc84432, 1, 1
551040ddfb3e6eb4, 3, 1
ad1866311cc448e5, 3, 1
4de7caf36d2cd2f1, 2, 1
685e80f8e173872, 1, 1
c7a14b883d71b34a, 2, 1
1fd24333b6ed89e7, 1, 1
2ea9912f165742d5, 2, 1
d4a5edf0640627f8, 2, 1
3193c07feabf3bb9, 1, 1
73f789bb88b6cf15, 1, 1
d168474e64c26778, 1, 1
62529c3a3363b01a, 1, 1
7e1891c7ebd7bb92, 3, 1
aef09238d1a96171, 3, 1
387d5848876a4c67, 2, 1
293ed495d96becb7, 3, 1
b011e84a0b313dfc, 1, 1
99825b97e10d3b68, 3, 1
9d3104a295bba1df, 3, 1
66902b6916e4954f, 1, 2
1c6f7babefb17cb8, 3, 1
b8db4c6cb844b43, 2, 1
7e161ec2854d9bf, 2, 1
48eb2c9c5a38480e, 2, 1
6734d68a448133a9, 1, 1
7dc963168cc0d02a, 3, 1
47b1574a208a4284, 3, 1
bca618f81ecfe9b6, 1, 1
68836a0d2c682c8, 3, 1
242820219d241cd0, 3, 1
bfaffb311e7720b8, 1, 1
971ba4811957b5b9, 3, 1
cb71f88b0f44b66, 3, 1
486309a871d2f6d0, 3, 1
68014b13b262b9bd, 3, 1
269805971a71dfcf, 1, 1
2536ee0bfaa07ee5, 3, 1
824f767537b21b36, 3, 1
bcbf7872f241654e, 2, 1
b4c0b7a1d2550757, 2, 1
9ef7ecffcf7f8237, 1, 1
1c16238f1583716a, 1, 1
5761848fc264bacc, 3, 1
c085307fe56cbf27, 2, 1
256140217ea64548, 1, 1
3958212a0c9824bf, 3, 1
e70302505df19534, 2, 1
d7423c43c17f0736, 3, 1
ff221a73c3ce5834, 2, 1
fed6dc4db4571145, 3, 1
e1706d78efdde308, 2, 1
a4b30521dd3ced86, 3, 1
f25636da6dc70a50, 3, 1
ff8d7aac68ede906, 3, 1
6cfa95a69d7ecce1, 2, 1
45d7ac183dd02c02, 3, 1
985cc0ed4a7cd5ee, 3, 1
d84f5ef6637ef488, 3, 1
fdafc60083865b6, 3, 1
cd0d42e7c439a40c, 3, 1
8d50275cb5218fae, 3, 1
66e2ac78c93f0e0c, 2, 1
f74974e5afab2a8b, 3, 1
50b59fe342fce8c4, 2, 1
bee17c0593edcca5, 2, 1
64163155cc85b2b8, 3, 1
db43dc69b753fbae, 3, 1
439d8f01de1a60c2, 2, 1
7992301f2c682c86, 2, 1
55d5e4a04398b341, 1, 2
dca4b9b2810e0b2e, 1, 1
dd251771dd8067f1, 2, 1
902bdc4d44c5cc45, 2, 1
6f3ffd37c899ce44, 3, 1
56a2e4dc25f06085, 2, 1
10dc6a1f2beda1ac, 1, 1
ebaa9546c8d3886, 2, 1
6fcea4588303d60b, 2, 1
127e62802ab262c4, 3, 1
6947bfb83b2c61b4, 2, 1
7f7a6960afdb5e52, 2, 1
19e20e80e416595b, 2, 1
f649c4947147df43, 2, 1
6372068d7f4fa1c8, 3, 1
8f60fd1e2cca3d64, 3, 1
29074c28a10d9a97, 2, 1
879951c4722ad692, 2, 1
575bd56851aa6dc6, 1, 3
d4ba5a3427098eed, 2, 1
13f566ebb4d5bc3d, 2, 1
2df1009fbdf56868, 2, 1
5e3f5d66599324b, 1, 1
eaa187cc75ea3373, 3, 1
a4d2c4f0353a231f, 3, 1
9702dae6f5734ce1, 1, 1
34c2783706f6d64, 2, 1
1adc200cda40360f, 1, 1
19b189bdf0dc2abc, 3, 1
fbb2040578f69547, 1, 1
3723f863e30bf9e3, 3, 1
7a16a0800ca9566e, 3, 1
c40b5fbb7e87b5bd, 2, 1
dc52a0f45e95884, 1, 1
9a7664a66c219e99, 2, 1
5e9a0eb2351120e2, 1, 1
cc9eda22038450d7, 3, 1
18cb55cdee0021c7, 3, 1
6114759a25b103e5, 2, 1
20b59897666efab2, 2, 1
6b2e05caf77b32a6, 1, 1
8a769d1ccbb00d76, 3, 1
96627ec55219f32e, 2, 1
f51764d2b427a8cb, 3, 1
54cbea318a9cace4, 3, 1
d142dda1275cf17, 3, 1
78b432ffbb1d5eaa, 2, 1
2c529efd86145a14, 2, 1
92b12eeb5ab8c5c1, 1, 1
8219ab6d4df04c06, 2, 1
2d04d9ba79adfdf, 1, 1
d040bb17d86bc17f, 2, 1
f8a07c1e5dfb321, 1, 1
49fc34688eddaf96, 1, 1
34a9afc9b81e8fcc, 1, 1
1bc6ec3c5a0e56de, 2, 1
c6ea2c7aede3e8fa, 2, 1
65f81b0eaaa7f73a, 3, 1
1dcc2071d85c3b93, 2, 1
bd11f8804b44494b, 3, 1
10a6bdf6f33abce4, 1, 1
5711c1f0806859aa, 1, 1
c6fd5754f02c3fc7, 3, 1
609b47069f53f1c0, 3, 1
5a0fe9917c223b5a, 2, 1
e09eddd8b8e5ff7, 2, 1
e57e16a657c54621, 2, 1
e38fd65a1df270c8, 3, 1
b869368bd167d56f, 3, 1
3f09c02ab2506ad7, 3, 1
ae8e02cea025e918, 1, 1
7d3edd6601971187, 2, 1
225949e7c8f5b645, 3, 1
368f10fdaeaba7eb, 1, 1
9ccd4c5c8d1bb95d, 2, 1
1e009e418820bd46, 2, 1
b6b2e45be4c6785c, 3, 1
c7a2ce5eab3292a4, 1, 2
b4c3f93ac1219d9d, 2, 1
902d980156b4fb9b, 2, 1
edeee7d9b160414b, 1, 1
5bfbd10f97ce4379, 2, 1
8cf1ce050d04fe1c, 2, 1
4279c279916b634d, 1, 1
7197a210a6d24370, 2, 1
731e0b4d5ecbe118, 2, 1
13e6ca6ba39a3aec, 2, 1
bd3cb1de0b30098a, 2, 1
d1f80fa310c58543, 3, 1
986142dd48621227, 2, 1
2cc01fe2a4c37ff5, 3, 1
1301d2b6a92be1e1, 1, 1
732859c4fa1c1b81, 3, 1
517c9c37b32610a, 2, 1
f586a7510b239c5b, 1, 1
47c18dc235058ac0, 2, 1
5a5146b0a24fc858, 3, 1
f0a2c941e655f1ca, 3, 1
c06af80f7437fc8e, 2, 1
ed1c214f015501a1, 2, 1
b6c3a87c31230c9c, 2, 1
6c66ddf23a927f24, 3, 1
f40b096dee19b6ff, 2, 1
5c8f19fd92da4e1a, 2, 1
e144343ecfc3170a, 3, 1
accb56c2f70123ab, 2, 1
4f7fcca10eb8647a, 1, 1
6cbec8df7d0a45b5, 1, 1
4b2cb04c8105642d, 1, 1
70f083b8a14a3600, 3, 1
a5becf54ba7d6715, 3, 1
ca243bb6571199b0, 1, 1
8a37d7a353d84b7b, 3, 1
ba1e4f51b1ad2fb7, 1, 1
c1206c01aded57fa, 2, 1
187a36aaf9b202be, 3, 1
